CustomerID,FullName,Gender,Age,City,State,Membership,JoinDate,PreferredCategory,PreferredFabric,PreferredPriceRange,LoyaltyPoints,CustomerTenureDays
C01009,Sowmya Reddy,Female,23,Madurai,Tamil Nadu,Silver,2025-05-11,Accessories,Cotton,Standard,1662,435
C01010,Gokul Vel,Male,52,Hosur,Tamil Nadu,Bronze,2023-11-27,Men,Polyester,Budget,393,966
C01011,Lakshmi Prasad,Female,39,Kallakurichi,Tamil Nadu,Silver,2024-10-11,Women,Cotton,Budget,2865,647
C01012,Nithya Murugan,Female,21,Thanjavur,Tamil Nadu,Bronze,2024-06-17,Women,Handloom,Budget,151,763
C01013,Pavithra Krishnan,Female,33,Salem,Tamil Nadu,Bronze,2024-07-14,Women,Polyester,Standard,468,736
C01014,Keerthana Devi,Female,29,Kanchipuram,Tamil Nadu,Bronze,2025-03-30,Accessories,Polyester,Budget,577,477
C01015,Aishwarya Kumar,Female,54,Erode,Tamil Nadu,Bronze,2025-08-09,Home & Lifestyle,Cotton,Budget,825,345
C01016,Suresh Raj,Male,58,Erode,Tamil Nadu,Silver,2024-02-18,Men,Polyester,Premium,2075,883
C01017,Anitha Murugan,Female,32,Erode,Tamil Nadu,Gold,2025-07-16,Accessories,Polyester,Premium,4180,369
C01018,Priya Iyer,Female,40,Madurai,Tamil Nadu,Silver,2023-12-21,Home & Lifestyle,Cotton,Premium,1521,942
C01019,Ajith Kumar,Male,28,Thanjavur,Tamil Nadu,Bronze,2023-05-29,Men,Silk,Luxury,989,1148
C01020,Praveen Reddy,Male,28,Tiruppur,Tamil Nadu,Silver,2024-09-24,Men,Cotton,Budget,2543,664
C01021,Gokul Babu,Male,39,Kallakurichi,Tamil Nadu,Gold,2024-05-12,Men,Cotton,Budget,5757,799
C01022,Gokul Prasad,Male,50,Erode,Tamil Nadu,Gold,2024-04-11,Men,Linen,Standard,5376,830
C01023,Keerthana Murugan,Female,23,Salem,Tamil Nadu,Silver,2023-05-03,Women,Polyester,Budget,1679,1174
C01024,Vijay Prasad,Male,56,Coimbatore,Tamil Nadu,Bronze,2025-03-10,Home & Lifestyle,Handloom,Standard,566,497
C01025,Rahul Devi,Male,26,Madurai,Tamil Nadu,Bronze,2023-08-27,Home & Lifestyle,Polyester,Standard,781,1058
C01026,Suresh Murugan,Male,20,Tiruppur,Tamil Nadu,Silver,2024-09-27,Men,Polyester,Budget,2050,661
C01027,Sowmya Devi,Female,48,Chennai,Tamil Nadu,Bronze,2023-10-13,Women,Cotton,Premium,677,1011
C01028,Dinesh Mohan,Male,40,Salem,Tamil Nadu,Silver,2025-08-16,Men,Silk,Budget,2838,338
C01029,Gokul Iyer,Male,51,Kallakurichi,Tamil Nadu,Silver,2025-03-10,Men,Cotton,Standard,2051,497
C01030,Manoj Mohan,Male,59,Tirunelveli,Tamil Nadu,Bronze,2025-10-31,Men,Silk,Standard,988,262
C01031,Revathi Raj,Female,46,Chennai,Tamil Nadu,Bronze,2024-06-13,Women,Cotton,Premium,316,767
C01032,Manoj Prasad,Male,37,Kallakurichi,Tamil Nadu,Gold,2024-07-27,Men,Handloom,Budget,6254,723
C01033,Pavithra Raman,Female,63,Villupuram,Tamil Nadu,Silver,2025-07-28,Home & Lifestyle,Cotton,Standard,1551,357
C01034,Rahul Mohan,Male,41,Erode,Tamil Nadu,Bronze,2023-04-03,Home & Lifestyle,Silk,Standard,989,1204
C01035,Ajith Selvi,Male,40,Trichy,Tamil Nadu,Bronze,2023-07-01,Men,Polyester,Budget,283,1115
C01036,Ramesh Murugan,Male,42,Kanchipuram,Tamil Nadu,Bronze,2024-12-13,Home & Lifestyle,Polyester,Standard,3,584
C01037,Anitha Krishnan,Female,33,Hosur,Tamil Nadu,Bronze,2023-09-26,Kids,Polyester,Budget,678,1028
C01038,Kavya Kumar,Female,44,Chennai,Tamil Nadu,Bronze,2025-08-05,Women,Handloom,Standard,734,349
C01039,Aishwarya Iyer,Female,46,Kanchipuram,Tamil Nadu,Silver,2023-10-14,Women,Handloom,Standard,1502,1010
C01040,Dinesh Reddy,Male,19,Salem,Tamil Nadu,Gold,2024-09-10,Men,Handloom,Standard,6516,678
C01041,Ramesh Nathan,Male,32,Thanjavur,Tamil Nadu,Bronze,2025-07-03,Accessories,Linen,Budget,765,382
C01042,Kavya Raman,Female,50,Kanchipuram,Tamil Nadu,Gold,2023-01-12,Women,Silk,Budget,4259,1285
C01043,Praveen Reddy,Male,22,Vellore,Tamil Nadu,Silver,2025-03-31,Home & Lifestyle,Cotton,Budget,1069,476
C01044,Anitha Mohan,Female,25,Kanchipuram,Tamil Nadu,Silver,2023-11-26,Kids,Linen,Budget,1973,967
C01045,Lakshmi Iyer,Female,43,Villupuram,Tamil Nadu,Bronze,2025-05-03,Women,Handloom,Budget,308,443
C01046,Revathi Mohan,Female,52,Hosur,Tamil Nadu,Bronze,2025-09-21,Kids,Silk,Budget,52,302
C01047,Saravanan Nathan,Male,63,Chennai,Tamil Nadu,Gold,2025-02-08,Men,Handloom,Budget,6995,527
C01048,Hari Selvi,Male,32,Villupuram,Tamil Nadu,Bronze,2023-10-17,Men,Silk,Standard,115,1007
C01049,Priya Krishnan,Female,34,Madurai,Tamil Nadu,Platinum,2023-08-04,Kids,Linen,Premium,14460,1081
C01050,Revathi Iyer,Female,25,Salem,Tamil Nadu,Silver,2024-11-29,Women,Polyester,Standard,2704,598
C01051,Naveen Reddy,Male,58,Erode,Tamil Nadu,Bronze,2025-10-09,Men,Polyester,Premium,938,284
C01052,Anitha Raj,Female,60,Madurai,Tamil Nadu,Gold,2024-02-07,Kids,Handloom,Standard,5075,894
C01053,Nithya Shankar,Female,65,Vellore,Tamil Nadu,Bronze,2023-09-16,Accessories,Linen,Budget,814,1038
C01054,Ramesh Babu,Male,25,Chennai,Tamil Nadu,Bronze,2023-04-05,Men,Linen,Standard,171,1202
C01055,Dinesh Murugan,Male,54,Salem,Tamil Nadu,Bronze,2024-10-16,Men,Handloom,Premium,244,642
C01056,Kavya Devi,Female,40,Kallakurichi,Tamil Nadu,Bronze,2023-01-08,Home & Lifestyle,Silk,Premium,523,1289
C01057,Praveen Prasad,Male,52,Salem,Tamil Nadu,Bronze,2025-05-01,Men,Linen,Budget,778,445
C01058,Anitha Mohan,Female,58,Coimbatore,Tamil Nadu,Gold,2024-12-25,Women,Linen,Standard,3577,572
C01059,Praveen Raman,Male,19,Salem,Tamil Nadu,Gold,2024-01-21,Men,Handloom,Standard,3462,911
C01060,Manoj Nathan,Male,60,Thanjavur,Tamil Nadu,Silver,2023-04-06,Men,Linen,Premium,2006,1201
C01061,Rahul Raman,Male,60,Erode,Tamil Nadu,Bronze,2025-10-26,Accessories,Cotton,Standard,53,267
C01062,Saravanan Shankar,Male,48,Salem,Tamil Nadu,Silver,2023-08-08,Men,Linen,Premium,1382,1077
C01063,Harini Prasad,Female,25,Vellore,Tamil Nadu,Gold,2025-02-11,Women,Silk,Standard,6810,524
C01064,Rahul Raj,Male,64,Erode,Tamil Nadu,Silver,2023-05-30,Men,Silk,Premium,2171,1147
C01065,Nithya Reddy,Female,53,Vellore,Tamil Nadu,Bronze,2023-08-11,Women,Cotton,Standard,595,1074
C01066,Keerthana Prasad,Female,54,Tirunelveli,Tamil Nadu,Silver,2025-07-23,Women,Polyester,Standard,1861,362
C01067,Ajith Prasad,Male,24,Tiruppur,Tamil Nadu,Silver,2023-02-17,Men,Polyester,Standard,2045,1249
C01068,Naveen Reddy,Male,46,Trichy,Tamil Nadu,Platinum,2025-08-16,Accessories,Cotton,Standard,14349,338
C01069,Dinesh Raj,Male,50,Chennai,Tamil Nadu,Bronze,2023-11-25,Men,Silk,Standard,205,968
C01070,Rahul Iyer,Male,62,Kanchipuram,Tamil Nadu,Silver,2025-09-25,Home & Lifestyle,Handloom,Standard,2630,298
C01071,Swathi Vel,Female,38,Karur,Tamil Nadu,Bronze,2025-09-19,Women,Cotton,Premium,169,304
C01072,Manoj Reddy,Male,19,Tiruppur,Tamil Nadu,Platinum,2024-04-27,Men,Polyester,Budget,8723,814
C01073,Swathi Raj,Female,19,Vellore,Tamil Nadu,Bronze,2025-10-14,Women,Silk,Standard,415,279
C01074,Pavithra Kumar,Female,59,Hosur,Tamil Nadu,Silver,2025-12-22,Accessories,Handloom,Standard,1600,210
C01075,Rahul Krishnan,Male,51,Kallakurichi,Tamil Nadu,Bronze,2025-02-14,Men,Silk,Budget,947,521
C01076,Anitha Krishnan,Female,28,Coimbatore,Tamil Nadu,Bronze,2025-10-12,Home & Lifestyle,Polyester,Budget,890,281
C01077,Pavithra Devi,Female,57,Erode,Tamil Nadu,Platinum,2024-04-16,Women,Handloom,Budget,7366,825
C01078,Ramesh Prasad,Male,22,Karur,Tamil Nadu,Gold,2023-12-23,Men,Handloom,Budget,4763,940
C01079,Meena Devi,Female,55,Vellore,Tamil Nadu,Bronze,2024-04-04,Women,Cotton,Premium,505,837
C01080,Ajith Kumar,Male,61,Thanjavur,Tamil Nadu,Silver,2025-01-18,Home & Lifestyle,Cotton,Premium,1353,548
C01081,Manoj Kumar,Male,33,Karur,Tamil Nadu,Silver,2023-02-05,Men,Cotton,Standard,2835,1261
C01082,Nithya Kumar,Female,64,Villupuram,Tamil Nadu,Silver,2023-11-04,Accessories,Polyester,Standard,2624,989
C01083,Gokul Prasad,Male,41,Tirunelveli,Tamil Nadu,Silver,2023-08-30,Men,Handloom,Budget,1684,1055
C01084,Keerthana Murugan,Female,28,Erode,Tamil Nadu,Bronze,2024-07-31,Women,Handloom,Standard,342,719
C01085,Vijay Selvi,Male,25,Tiruppur,Tamil Nadu,Bronze,2025-07-20,Men,Cotton,Standard,131,365
C01086,Deepika Murugan,Female,26,Karur,Tamil Nadu,Gold,2023-01-08,Women,Handloom,Standard,4846,1289
C01087,Nithya Mohan,Female,19,Kallakurichi,Tamil Nadu,Bronze,2023-07-25,Women,Silk,Standard,304,1091
C01088,Nithya Iyer,Female,33,Tiruppur,Tamil Nadu,Bronze,2023-08-17,Women,Silk,Budget,834,1068
C01089,Lakshmi Devi,Female,27,Chennai,Tamil Nadu,Bronze,2024-03-24,Women,Handloom,Luxury,576,848
C01090,Keerthana Murugan,Female,50,Chennai,Tamil Nadu,Bronze,2024-07-03,Women,Linen,Budget,950,747
C01091,Keerthana Kumar,Female,49,Trichy,Tamil Nadu,Bronze,2024-01-02,Women,Cotton,Premium,279,930
C01092,Sowmya Mohan,Female,21,Salem,Tamil Nadu,Silver,2024-05-27,Women,Handloom,Budget,2198,784
C01093,Aishwarya Babu,Female,50,Madurai,Tamil Nadu,Silver,2025-10-06,Women,Cotton,Budget,2930,287
C01094,Pavithra Raj,Female,21,Tiruppur,Tamil Nadu,Gold,2024-12-30,Kids,Cotton,Budget,5049,567
C01095,Gokul Raman,Male,31,Coimbatore,Tamil Nadu,Bronze,2023-11-23,Men,Silk,Standard,765,970
C01096,Nithya Iyer,Female,32,Kallakurichi,Tamil Nadu,Bronze,2024-12-28,Women,Polyester,Standard,147,569
C01097,Saravanan Prasad,Male,46,Chennai,Tamil Nadu,Gold,2024-07-18,Men,Handloom,Budget,3068,732
C01098,Kavya Shankar,Female,45,Trichy,Tamil Nadu,Bronze,2024-07-22,Women,Silk,Standard,955,728
C01099,Hari Nathan,Male,43,Thanjavur,Tamil Nadu,Gold,2023-10-31,Men,Linen,Premium,6928,993
C01100,Rahul Vel,Male,44,Hosur,Tamil Nadu,Silver,2023-12-05,Men,Silk,Standard,1883,958
C01101,Karthik Reddy,Male,34,Kallakurichi,Tamil Nadu,Gold,2023-01-18,Home & Lifestyle,Cotton,Budget,5307,1279
C01102,Hari Krishnan,Male,19,Tiruppur,Tamil Nadu,Silver,2024-03-05,Men,Linen,Budget,1453,867
C01103,Kavya Nathan,Female,18,Tiruppur,Tamil Nadu,Bronze,2024-03-30,Kids,Silk,Standard,146,842
C01104,Vijay Iyer,Male,62,Villupuram,Tamil Nadu,Bronze,2024-11-19,Men,Polyester,Standard,954,608
C01105,Priya Babu,Female,64,Chennai,Tamil Nadu,Bronze,2025-10-30,Women,Cotton,Budget,907,263
C01106,Saravanan Raman,Male,62,Kallakurichi,Tamil Nadu,Silver,2023-07-07,Accessories,Silk,Standard,1836,1109
C01107,Naveen Raman,Male,22,Salem,Tamil Nadu,Bronze,2023-03-24,Men,Silk,Standard,169,1214
C01108,Divya Kumar,Female,52,Villupuram,Tamil Nadu,Bronze,2025-12-07,Women,Cotton,Standard,274,225
C01109,Deepika Raman,Female,20,Kanchipuram,Tamil Nadu,Silver,2023-08-31,Women,Handloom,Standard,2235,1054
C01110,Nithya Raman,Female,55,Tirunelveli,Tamil Nadu,Silver,2025-04-22,Women,Silk,Premium,1675,454
C01111,Harini Kumar,Female,51,Kanchipuram,Tamil Nadu,Silver,2024-08-04,Women,Silk,Standard,1333,715
C01112,Ajith Shankar,Male,65,Hosur,Tamil Nadu,Bronze,2025-03-28,Men,Polyester,Premium,122,479
C01113,Meena Raman,Female,33,Vellore,Tamil Nadu,Silver,2024-09-01,Women,Silk,Standard,1080,687
C01114,Priya Devi,Female,28,Thanjavur,Tamil Nadu,Bronze,2025-01-09,Kids,Linen,Luxury,613,557
C01115,Sowmya Babu,Female,61,Thanjavur,Tamil Nadu,Gold,2023-05-07,Women,Cotton,Budget,5679,1170
C01116,Aishwarya Kumar,Female,55,Erode,Tamil Nadu,Bronze,2023-11-01,Women,Handloom,Premium,527,992
C01117,Naveen Vel,Male,33,Thanjavur,Tamil Nadu,Bronze,2025-12-23,Men,Linen,Budget,403,209
C01118,Karthik Murugan,Male,36,Villupuram,Tamil Nadu,Bronze,2023-03-30,Men,Linen,Budget,217,1208
C01119,Deepika Nathan,Female,49,Chennai,Tamil Nadu,Bronze,2023-04-14,Women,Handloom,Budget,334,1193
C01120,Revathi Iyer,Female,60,Coimbatore,Tamil Nadu,Platinum,2023-02-18,Women,Cotton,Budget,12417,1248
C01121,Sowmya Iyer,Female,44,Coimbatore,Tamil Nadu,Bronze,2024-02-02,Accessories,Cotton,Standard,506,899
C01122,Meena Prasad,Female,45,Hosur,Tamil Nadu,Bronze,2025-03-23,Home & Lifestyle,Cotton,Standard,501,484
C01123,Anitha Reddy,Female,44,Thanjavur,Tamil Nadu,Bronze,2023-03-30,Women,Polyester,Budget,585,1208
C01124,Naveen Selvi,Male,28,Kanchipuram,Tamil Nadu,Gold,2024-11-10,Accessories,Cotton,Budget,5183,617
C01125,Hari Raj,Male,24,Tiruppur,Tamil Nadu,Silver,2023-03-25,Men,Silk,Premium,1815,1213
C01126,Manoj Selvi,Male,60,Coimbatore,Tamil Nadu,Silver,2024-07-17,Men,Cotton,Budget,1255,733
C01127,Ramesh Mohan,Male,47,Thanjavur,Tamil Nadu,Silver,2025-09-05,Men,Handloom,Budget,2188,318
C01128,Karthik Vel,Male,51,Trichy,Tamil Nadu,Bronze,2025-04-12,Home & Lifestyle,Handloom,Standard,456,464
C01129,Naveen Raman,Male,21,Vellore,Tamil Nadu,Gold,2024-10-02,Men,Linen,Standard,3946,656
C01130,Kavya Devi,Female,65,Coimbatore,Tamil Nadu,Gold,2025-06-24,Accessories,Linen,Luxury,5409,391
C01131,Arun Mohan,Male,51,Thanjavur,Tamil Nadu,Bronze,2024-06-12,Men,Polyester,Budget,389,768
C01132,Praveen Shankar,Male,28,Vellore,Tamil Nadu,Bronze,2023-01-13,Men,Cotton,Budget,265,1284
C01133,Praveen Prasad,Male,56,Villupuram,Tamil Nadu,Bronze,2025-11-26,Men,Polyester,Premium,157,236
C01134,Ramesh Nathan,Male,39,Hosur,Tamil Nadu,Bronze,2025-11-17,Men,Polyester,Standard,503,245
C01135,Aishwarya Krishnan,Female,25,Salem,Tamil Nadu,Silver,2024-04-14,Kids,Silk,Budget,2749,827
C01136,Meena Raman,Female,65,Tiruppur,Tamil Nadu,Silver,2023-05-20,Women,Cotton,Standard,2273,1157
C01137,Sowmya Babu,Female,51,Thanjavur,Tamil Nadu,Bronze,2025-04-16,Women,Silk,Standard,607,460
C01138,Priya Raman,Female,59,Chennai,Tamil Nadu,Silver,2023-11-20,Kids,Linen,Budget,2217,973
C01139,Sowmya Shankar,Female,60,Kanchipuram,Tamil Nadu,Gold,2023-05-29,Home & Lifestyle,Handloom,Standard,5741,1148
C01140,Priya Shankar,Female,48,Thanjavur,Tamil Nadu,Silver,2024-08-09,Women,Cotton,Budget,1736,710
C01141,Ramesh Mohan,Male,32,Coimbatore,Tamil Nadu,Silver,2024-02-15,Home & Lifestyle,Linen,Standard,2172,886
C01142,Arun Krishnan,Male,47,Tiruppur,Tamil Nadu,Silver,2024-03-14,Accessories,Cotton,Standard,2657,858
C01143,Keerthana Nathan,Female,32,Vellore,Tamil Nadu,Bronze,2024-10-28,Home & Lifestyle,Silk,Standard,879,630
C01144,Saravanan Raj,Male,22,Coimbatore,Tamil Nadu,Bronze,2025-04-06,Accessories,Polyester,Premium,107,470
C01145,Gokul Raj,Male,63,Kanchipuram,Tamil Nadu,Gold,2024-07-22,Men,Cotton,Budget,4183,728
C01146,Rahul Mohan,Male,27,Madurai,Tamil Nadu,Silver,2023-08-18,Men,Silk,Premium,1713,1067
C01147,Deepika Selvi,Female,39,Tirunelveli,Tamil Nadu,Bronze,2024-04-19,Women,Silk,Budget,790,822
C01148,Keerthana Kumar,Female,62,Villupuram,Tamil Nadu,Platinum,2024-09-14,Kids,Handloom,Premium,9362,674
C01149,Suresh Shankar,Male,34,Trichy,Tamil Nadu,Bronze,2023-08-17,Men,Cotton,Premium,132,1068
C01150,Revathi Selvi,Female,63,Kallakurichi,Tamil Nadu,Gold,2024-04-12,Women,Polyester,Budget,6142,829
C01151,Anitha Iyer,Female,43,Vellore,Tamil Nadu,Gold,2025-01-16,Accessories,Linen,Premium,5269,550
C01152,Anitha Raman,Female,25,Chennai,Tamil Nadu,Gold,2024-07-05,Women,Cotton,Budget,3133,745
C01153,Vijay Vel,Male,24,Kanchipuram,Tamil Nadu,Bronze,2024-09-01,Men,Polyester,Premium,773,687
C01154,Kavya Devi,Female,21,Vellore,Tamil Nadu,Bronze,2024-02-14,Kids,Linen,Budget,428,887
C01155,Divya Raman,Female,37,Hosur,Tamil Nadu,Silver,2023-01-04,Home & Lifestyle,Handloom,Premium,2716,1293
C01156,Saravanan Shankar,Male,21,Salem,Tamil Nadu,Platinum,2024-08-20,Accessories,Polyester,Standard,11387,699
C01157,Aishwarya Devi,Female,18,Kallakurichi,Tamil Nadu,Gold,2024-11-06,Women,Handloom,Standard,3091,621
C01158,Keerthana Reddy,Female,53,Karur,Tamil Nadu,Bronze,2025-07-31,Accessories,Linen,Standard,982,354
C01159,Priya Selvi,Female,29,Thanjavur,Tamil Nadu,Bronze,2023-10-11,Women,Cotton,Standard,447,1013
C01160,Keerthana Babu,Female,31,Erode,Tamil Nadu,Silver,2024-01-08,Women,Polyester,Budget,1625,924
C01161,Praveen Vel,Male,18,Chennai,Tamil Nadu,Bronze,2024-03-14,Men,Cotton,Budget,248,858
C01162,Praveen Shankar,Male,29,Thanjavur,Tamil Nadu,Bronze,2025-04-04,Men,Handloom,Premium,732,472
C01163,Saravanan Iyer,Male,22,Coimbatore,Tamil Nadu,Bronze,2023-03-19,Accessories,Handloom,Budget,818,1219
C01164,Keerthana Babu,Female,56,Chennai,Tamil Nadu,Gold,2025-08-20,Women,Linen,Standard,6113,334
C01165,Rahul Iyer,Male,59,Kanchipuram,Tamil Nadu,Bronze,2024-05-06,Accessories,Linen,Budget,304,805
C01166,Gokul Kumar,Male,19,Villupuram,Tamil Nadu,Gold,2025-02-06,Men,Silk,Standard,3463,529
C01167,Pavithra Iyer,Female,35,Vellore,Tamil Nadu,Silver,2025-08-22,Women,Handloom,Standard,2405,332
C01168,Anitha Raman,Female,30,Madurai,Tamil Nadu,Bronze,2023-09-09,Women,Polyester,Standard,9,1045
C01169,Priya Krishnan,Female,60,Tiruppur,Tamil Nadu,Gold,2023-10-19,Home & Lifestyle,Handloom,Budget,3207,1005
C01170,Ramesh Murugan,Male,48,Tirunelveli,Tamil Nadu,Silver,2023-10-11,Men,Cotton,Budget,2234,1013
C01171,Revathi Raj,Female,64,Chennai,Tamil Nadu,Bronze,2024-10-16,Women,Linen,Premium,807,642
C01172,Priya Vel,Female,20,Trichy,Tamil Nadu,Bronze,2024-01-03,Kids,Handloom,Standard,530,929
C01173,Revathi Selvi,Female,60,Thanjavur,Tamil Nadu,Bronze,2024-05-24,Women,Silk,Premium,472,787
C01174,Kavya Shankar,Female,52,Kallakurichi,Tamil Nadu,Silver,2023-04-18,Kids,Cotton,Budget,2411,1189
C01175,Gokul Devi,Male,65,Hosur,Tamil Nadu,Bronze,2025-07-25,Men,Silk,Budget,145,360
C01176,Praveen Krishnan,Male,63,Coimbatore,Tamil Nadu,Bronze,2024-02-27,Home & Lifestyle,Silk,Standard,60,874
C01177,Hari Shankar,Male,47,Karur,Tamil Nadu,Bronze,2024-11-04,Men,Silk,Standard,785,623
C01178,Aishwarya Krishnan,Female,32,Coimbatore,Tamil Nadu,Bronze,2025-10-14,Home & Lifestyle,Silk,Budget,567,279
C01179,Deepika Nathan,Female,54,Chennai,Tamil Nadu,Bronze,2023-08-12,Women,Linen,Budget,511,1073
C01180,Karthik Shankar,Male,25,Kanchipuram,Tamil Nadu,Bronze,2023-08-15,Men,Silk,Premium,952,1070
C01181,Praveen Kumar,Male,60,Thanjavur,Tamil Nadu,Silver,2023-04-16,Men,Silk,Standard,2940,1191
C01182,Hari Selvi,Male,64,Tirunelveli,Tamil Nadu,Silver,2024-10-18,Men,Silk,Standard,1132,640
C01183,Kavya Devi,Female,42,Karur,Tamil Nadu,Silver,2023-06-16,Women,Linen,Premium,1702,1130
C01184,Aishwarya Murugan,Female,65,Tiruppur,Tamil Nadu,Bronze,2023-09-07,Home & Lifestyle,Polyester,Budget,437,1047
C01185,Lakshmi Kumar,Female,38,Hosur,Tamil Nadu,Silver,2023-05-28,Women,Silk,Standard,1644,1149
C01186,Lakshmi Devi,Female,24,Hosur,Tamil Nadu,Bronze,2024-09-13,Women,Handloom,Budget,816,675
C01187,Lakshmi Iyer,Female,59,Thanjavur,Tamil Nadu,Bronze,2025-08-03,Women,Linen,Standard,501,351
C01188,Ajith Selvi,Male,63,Tirunelveli,Tamil Nadu,Bronze,2025-01-05,Men,Silk,Budget,802,561
C01189,Sowmya Nathan,Female,59,Vellore,Tamil Nadu,Bronze,2025-09-08,Women,Silk,Standard,206,315
C01190,Revathi Murugan,Female,24,Kanchipuram,Tamil Nadu,Bronze,2023-06-17,Women,Linen,Standard,35,1129
C01191,Priya Raman,Female,35,Karur,Tamil Nadu,Silver,2025-07-26,Kids,Linen,Standard,1014,359
C01192,Suresh Devi,Male,52,Karur,Tamil Nadu,Silver,2025-10-09,Men,Linen,Premium,2792,284
C01193,Swathi Raman,Female,43,Kallakurichi,Tamil Nadu,Gold,2023-10-03,Women,Linen,Standard,5028,1021
C01194,Saravanan Reddy,Male,27,Kanchipuram,Tamil Nadu,Silver,2023-09-09,Men,Silk,Standard,2069,1045
C01195,Meena Nathan,Female,34,Karur,Tamil Nadu,Bronze,2024-04-04,Women,Handloom,Standard,147,837
C01196,Sowmya Devi,Female,56,Vellore,Tamil Nadu,Silver,2023-01-09,Accessories,Silk,Budget,1712,1288
C01197,Saravanan Murugan,Male,50,Coimbatore,Tamil Nadu,Silver,2023-09-11,Accessories,Cotton,Premium,1662,1043
C01198,Sowmya Raman,Female,27,Vellore,Tamil Nadu,Bronze,2025-09-14,Women,Cotton,Standard,73,309
C01199,Aishwarya Mohan,Female,45,Madurai,Tamil Nadu,Gold,2025-02-03,Accessories,Cotton,Budget,4116,532
C01200,Keerthana Selvi,Female,52,Kallakurichi,Tamil Nadu,Platinum,2024-04-20,Accessories,Silk,Budget,10631,821
C01201,Keerthana Prasad,Female,33,Erode,Tamil Nadu,Bronze,2025-10-28,Women,Silk,Budget,793,265
C01202,Ramesh Reddy,Male,43,Tirunelveli,Tamil Nadu,Bronze,2025-06-21,Men,Silk,Standard,844,394
C01203,Harini Vel,Female,53,Erode,Tamil Nadu,Bronze,2024-01-06,Women,Silk,Standard,241,926
C01204,Kavya Raman,Female,49,Kallakurichi,Tamil Nadu,Silver,2025-12-10,Women,Silk,Budget,1876,222
C01205,Suresh Iyer,Male,22,Villupuram,Tamil Nadu,Bronze,2024-10-07,Home & Lifestyle,Linen,Budget,69,651
C01206,Anitha Mohan,Female,18,Vellore,Tamil Nadu,Bronze,2024-03-02,Home & Lifestyle,Silk,Standard,423,870
C01207,Hari Mohan,Male,46,Tirunelveli,Tamil Nadu,Gold,2024-04-04,Men,Silk,Budget,4104,837
C01208,Saravanan Vel,Male,19,Trichy,Tamil Nadu,Platinum,2024-10-06,Men,Polyester,Premium,7007,652
C01209,Revathi Selvi,Female,60,Coimbatore,Tamil Nadu,Bronze,2025-03-03,Women,Silk,Budget,72,504
C01210,Keerthana Mohan,Female,46,Hosur,Tamil Nadu,Bronze,2025-11-23,Women,Handloom,Standard,0,239
C01211,Priya Raj,Female,39,Trichy,Tamil Nadu,Bronze,2024-09-06,Women,Handloom,Budget,849,682
C01212,Gokul Raj,Male,60,Thanjavur,Tamil Nadu,Silver,2023-01-23,Men,Linen,Luxury,1912,1274
C01213,Aishwarya Raj,Female,40,Erode,Tamil Nadu,Silver,2024-04-11,Women,Handloom,Standard,1524,830
C01214,Kavya Kumar,Female,22,Chennai,Tamil Nadu,Platinum,2024-02-18,Women,Cotton,Budget,13356,883
C01215,Kishore Iyer,Male,44,Trichy,Tamil Nadu,Bronze,2023-09-02,Men,Cotton,Standard,92,1052
C01216,Keerthana Prasad,Female,42,Karur,Tamil Nadu,Bronze,2025-04-05,Women,Polyester,Premium,314,471
C01217,Keerthana Devi,Female,18,Coimbatore,Tamil Nadu,Silver,2024-05-19,Kids,Silk,Standard,1051,792
C01218,Arun Raj,Male,60,Kanchipuram,Tamil Nadu,Silver,2024-03-11,Men,Handloom,Budget,2772,861
C01219,Sowmya Krishnan,Female,63,Kanchipuram,Tamil Nadu,Silver,2023-08-08,Kids,Polyester,Standard,1805,1077
C01220,Hari Mohan,Male,27,Villupuram,Tamil Nadu,Silver,2025-07-13,Men,Linen,Premium,2647,372
C01221,Divya Iyer,Female,28,Tiruppur,Tamil Nadu,Silver,2025-02-22,Women,Silk,Budget,1152,513
C01222,Anitha Selvi,Female,56,Trichy,Tamil Nadu,Bronze,2024-02-17,Women,Cotton,Budget,426,884
C01223,Lakshmi Mohan,Female,56,Kanchipuram,Tamil Nadu,Bronze,2025-09-29,Kids,Cotton,Budget,217,294
C01224,Karthik Shankar,Male,22,Tiruppur,Tamil Nadu,Gold,2024-11-27,Men,Polyester,Budget,3668,600
C01225,Dinesh Babu,Male,29,Vellore,Tamil Nadu,Silver,2023-05-21,Accessories,Polyester,Standard,1930,1156
C01226,Kishore Mohan,Male,42,Madurai,Tamil Nadu,Bronze,2024-05-02,Men,Linen,Standard,976,809
C01227,Pavithra Selvi,Female,59,Madurai,Tamil Nadu,Silver,2024-09-30,Kids,Cotton,Luxury,2364,658
C01228,Manoj Murugan,Male,38,Chennai,Tamil Nadu,Bronze,2025-10-25,Men,Handloom,Standard,184,268
C01229,Gokul Murugan,Male,34,Hosur,Tamil Nadu,Bronze,2024-01-20,Men,Polyester,Budget,649,912
C01230,Ramesh Shankar,Male,60,Tiruppur,Tamil Nadu,Bronze,2023-12-17,Men,Linen,Budget,475,946
C01231,Nithya Iyer,Female,53,Hosur,Tamil Nadu,Bronze,2025-08-17,Women,Silk,Luxury,653,337
C01232,Rahul Krishnan,Male,33,Tiruppur,Tamil Nadu,Silver,2023-08-19,Home & Lifestyle,Handloom,Standard,2453,1066
