SaleID,InvoiceID,CustomerID,ProductID,SaleDate,Quantity,MRP,DiscountPercent,FinalPrice,Festival,Season,DayOfWeek,SaleMonth,SaleYear,SKU,ProductName,Category,SubCategory,Brand,Color,Size,Fabric,SeasonalDemandTag,ProductGender,Price,CostPrice,SupplierID,ProductStatus,ImageURL,ProfitMargin,FullName,CustomerGender,Age,City,State,Membership,JoinDate,PreferredCategory,PreferredFabric,PreferredPriceRange,LoyaltyPoints,CustomerTenureDays
S022637,INV108973,C01402,P0436,2025-11-27,1,400,40,240.0,Diwali,Winter,Thursday,11,2025,WES-BABY-0436,Westside Baby Dresses Yellow 1-5 Years,Kids,Baby Dresses,Westside,Yellow,1-5 Years,Cotton,All Season,Kids,640,419,SUP011,Active,images/products/P0436.jpg,34.53,Keerthana Nathan,Female,42,Madurai,Tamil Nadu,Silver,2025-02-12,Women,Cotton,Budget,1161,523
S022638,INV108973,C01402,P0197,2025-11-27,1,500,40,300.0,Diwali,Winter,Thursday,11,2025,GUE-IPLJ-0197,Guess IPL Jerseys Orange M,Accessories,IPL Jerseys,Guess,Orange,M,Polyester,IPL Season,Unisex,810,485,SUP022,Active,images/products/P0197.jpg,40.12,Keerthana Nathan,Female,42,Madurai,Tamil Nadu,Silver,2025-02-12,Women,Cotton,Budget,1161,523
S022639,INV108974,C00416,P0092,2025-01-01,1,3500,40,2100.0,Pongal,Winter,Wednesday,1,2025,NET-PANT-0092,Netplay Pants Black XXL,Men,Pants,Netplay,Black,XXL,Linen,All Season,Men,1330,1008,SUP017,Active,images/products/P0092.jpg,24.21,Anitha Raj,Female,34,Tiruppur,Tamil Nadu,Bronze,2023-08-28,Home & Lifestyle,Cotton,Premium,330,1057
S022640,INV108974,C00416,P0069,2025-01-01,3,1500,10,4050.0,Pongal,Winter,Wednesday,1,2025,WES-FROC-0069,Westside Frocks Pink S,Women,Frocks,Westside,Pink,S,Polyester Blend,"Christmas, New Year",Women,2410,1671,SUP019,Active,images/products/P0069.jpg,30.66,Anitha Raj,Female,34,Tiruppur,Tamil Nadu,Bronze,2023-08-28,Home & Lifestyle,Cotton,Premium,330,1057
S022641,INV108974,C00416,P0311,2025-01-01,3,1200,20,2880.0,Pongal,Winter,Wednesday,1,2025,PRI-RAIN-0311,Prisma Raincoats Blue XL,Accessories,Raincoats,Prisma,Blue,XL,Polyester,Monsoon,Unisex,1400,1103,SUP011,Active,images/products/P0311.jpg,21.21,Anitha Raj,Female,34,Tiruppur,Tamil Nadu,Bronze,2023-08-28,Home & Lifestyle,Cotton,Premium,330,1057
S022642,INV108975,C01403,P0175,2025-10-18,2,400,10,720.0,Navratri,Winter,Saturday,10,2025,GUE-IPLJ-0175,Guess IPL Jerseys MI Blue XL,Accessories,IPL Jerseys,Guess,MI Blue,XL,Polyester,IPL Season,Unisex,1230,971,SUP025,Active,images/products/P0175.jpg,21.06,Vijay Devi,Male,45,Tirunelveli,Tamil Nadu,Bronze,2025-09-03,Men,Handloom,Budget,675,320
S022643,INV108975,C01403,P0311,2025-10-18,1,1200,10,1080.0,Navratri,Winter,Saturday,10,2025,PRI-RAIN-0311,Prisma Raincoats Blue XL,Accessories,Raincoats,Prisma,Blue,XL,Polyester,Monsoon,Unisex,1400,1103,SUP011,Active,images/products/P0311.jpg,21.21,Vijay Devi,Male,45,Tirunelveli,Tamil Nadu,Bronze,2025-09-03,Men,Handloom,Budget,675,320
S022644,INV108975,C01403,P0396,2025-10-18,2,700,5,1330.0,Navratri,Winter,Saturday,10,2025,WES-BABY-0396,Westside Baby Dresses Black 6-12 Years,Kids,Baby Dresses,Westside,Black,6-12 Years,Cotton,All Season,Kids,1480,961,SUP021,Active,images/products/P0396.jpg,35.07,Vijay Devi,Male,45,Tirunelveli,Tamil Nadu,Bronze,2025-09-03,Men,Handloom,Budget,675,320
S022645,INV108975,C01403,P0128,2025-10-18,1,500,0,500.0,Navratri,Winter,Saturday,10,2025,NET-SOCK-0128,Netplay Socks Red L,Accessories,Socks,Netplay,Red,L,Cotton,"School Season, Winter",Unisex,230,130,SUP003,Active,images/products/P0128.jpg,43.48,Vijay Devi,Male,45,Tirunelveli,Tamil Nadu,Bronze,2025-09-03,Men,Handloom,Budget,675,320
S022646,INV108976,C01597,P0267,2024-03-20,1,1200,0,1200.0,Summer,Summer,Wednesday,3,2024,PRI-GIFT-0267,Prisma Gift Boxes Green XS,Kids,Gift Boxes,Prisma,Green,XS,Cotton,All Season,Kids,1840,1250,SUP017,Active,images/products/P0267.jpg,32.07,Praveen Prasad,Male,44,Erode,Tamil Nadu,Platinum,2025-05-10,Men,Cotton,Budget,14878,436
S022647,INV108976,C01597,P0380,2024-03-20,1,1200,5,1140.0,Summer,Summer,Wednesday,3,2024,NET-SHIR-0380,Netplay Shirts RCB Red XL,Men,Shirts,Netplay,RCB Red,XL,Cotton,"Summer, Independence Day, Republic Day",Men,1150,665,SUP005,Active,images/products/P0380.jpg,42.17,Praveen Prasad,Male,44,Erode,Tamil Nadu,Platinum,2025-05-10,Men,Cotton,Budget,14878,436
S022648,INV108976,C01597,P0195,2024-03-20,3,500,0,1500.0,Summer,Summer,Wednesday,3,2024,FAB-BEDC-0195,Fabindia Bed Covers Maroon Double,Home & Lifestyle,Bed Covers,Fabindia,Maroon,Double,Cotton,Summer,Unisex,2880,1757,SUP020,Active,images/products/P0195.jpg,38.99,Praveen Prasad,Male,44,Erode,Tamil Nadu,Platinum,2025-05-10,Men,Cotton,Budget,14878,436
S022649,INV108977,C01869,P0244,2025-08-08,3,700,10,1890.0,Independence Day,Monsoon,Friday,8,2025,FAB-KURT-0244,Fabindia Kurtas CSK Yellow L,Women,Kurtas,Fabindia,CSK Yellow,L,Cotton,"Diwali, Temple Festival",Women,1700,1029,SUP019,Active,images/products/P0244.jpg,39.47,Lakshmi Selvi,Female,47,Karur,Tamil Nadu,Gold,2025-07-13,Women,Linen,Budget,4496,372
S022650,INV108977,C01869,P0342,2025-08-08,2,900,5,1710.0,Independence Day,Monsoon,Friday,8,2025,PRI-SCHO-0342,Prisma School Uniforms Green S,Kids,School Uniforms,Prisma,Green,S,Polyester Blend,"School Season, Monsoon",Kids,670,385,SUP017,Active,images/products/P0342.jpg,42.54,Lakshmi Selvi,Female,47,Karur,Tamil Nadu,Gold,2025-07-13,Women,Linen,Budget,4496,372
S022651,INV108977,C01869,P0239,2025-08-08,3,700,10,1890.0,Independence Day,Monsoon,Friday,8,2025,WES-DRES-0239,Westside Dresses RCB Red XL,Women,Dresses,Westside,RCB Red,XL,Polyester Blend,"Christmas, New Year",Women,2170,1245,SUP014,Active,images/products/P0239.jpg,42.63,Lakshmi Selvi,Female,47,Karur,Tamil Nadu,Gold,2025-07-13,Women,Linen,Budget,4496,372
S022652,INV108978,C00910,P0466,2024-02-23,1,400,10,360.0,Regular,Winter,Friday,2,2024,RAM-TOWE-0466,Ramraj Cotton Towels Pink XS,Accessories,Towels,Ramraj Cotton,Pink,XS,Cotton,All Season,Unisex,220,148,SUP016,Active,images/products/P0466.jpg,32.73,Priya Nathan,Female,24,Tiruppur,Tamil Nadu,Bronze,2023-01-03,Women,Silk,Standard,83,1294
S022653,INV108978,C00910,P0177,2024-02-23,1,3500,5,3325.0,Regular,Winter,Friday,2,2024,FAB-BEDC-0177,Fabindia Bed Covers Black Single,Home & Lifestyle,Bed Covers,Fabindia,Black,Single,Cotton,Summer,Unisex,1130,844,SUP002,Active,images/products/P0177.jpg,25.31,Priya Nathan,Female,24,Tiruppur,Tamil Nadu,Bronze,2023-01-03,Women,Silk,Standard,83,1294
S022654,INV108978,C00910,P0127,2024-02-23,1,700,0,700.0,Regular,Winter,Friday,2,2024,FAB-PUTT-0127,Fabindia Puttu Vasti Maroon L,Women,Puttu Vasti,Fabindia,Maroon,L,Silk,Wedding,Women,12900,7121,SUP002,Active,images/products/P0127.jpg,44.8,Priya Nathan,Female,24,Tiruppur,Tamil Nadu,Bronze,2023-01-03,Women,Silk,Standard,83,1294
S022655,INV108979,C01802,P0154,2024-08-11,3,1200,0,3600.0,Independence Day,Monsoon,Sunday,8,2024,NAN-LUNG-0154,Nandu Lungi Lungi RCB Red 2m,Men,Lungi,Nandu Lungi,RCB Red,2m,Cotton,"Summer, Aadi Sale",Men,450,282,SUP004,Active,images/products/P0154.jpg,37.33,Swathi Kumar,Female,27,Madurai,Tamil Nadu,Bronze,2024-04-05,Kids,Cotton,Budget,559,836
S022656,INV108979,C01802,P0422,2024-08-11,2,1200,10,2160.0,Independence Day,Monsoon,Sunday,8,2024,PRI-GIFT-0422,Prisma Gift Boxes Red S,Kids,Gift Boxes,Prisma,Red,S,Cotton,All Season,Kids,910,554,SUP022,Active,images/products/P0422.jpg,39.12,Swathi Kumar,Female,27,Madurai,Tamil Nadu,Bronze,2024-04-05,Kids,Cotton,Budget,559,836
S022657,INV108979,C01802,P0209,2024-08-11,2,900,0,1800.0,Independence Day,Monsoon,Sunday,8,2024,UAT-SCHO-0209,Uathayam School Uniforms Black XS,Kids,School Uniforms,Uathayam,Black,XS,Cotton,"School Season, Monsoon",Kids,740,510,SUP009,Active,images/products/P0209.jpg,31.08,Swathi Kumar,Female,27,Madurai,Tamil Nadu,Bronze,2024-04-05,Kids,Cotton,Budget,559,836
S022658,INV108979,C01802,P0355,2024-08-11,2,1200,10,2160.0,Independence Day,Monsoon,Sunday,8,2024,PRI-TOWE-0355,Prisma Towels White XL,Accessories,Towels,Prisma,White,XL,Cotton,All Season,Unisex,220,141,SUP005,Active,images/products/P0355.jpg,35.91,Swathi Kumar,Female,27,Madurai,Tamil Nadu,Bronze,2024-04-05,Kids,Cotton,Budget,559,836
S022659,INV108980,C01412,P0369,2025-04-12,2,1200,0,2400.0,Summer,Summer,Saturday,4,2025,NET-PANT-0369,Netplay Pants White M,Men,Pants,Netplay,White,M,Cotton,All Season,Men,1120,763,SUP019,Active,images/products/P0369.jpg,31.87,Keerthana Kumar,Female,33,Tirunelveli,Tamil Nadu,Gold,2023-05-03,Women,Handloom,Budget,5989,1174
S022660,INV108980,C01412,P0443,2025-04-12,2,900,5,1710.0,Summer,Summer,Saturday,4,2025,FAB-PILL-0443,Fabindia Pillow Covers White Single,Home & Lifestyle,Pillow Covers,Fabindia,White,Single,Cotton,All Season,Unisex,290,181,SUP018,Active,images/products/P0443.jpg,37.59,Keerthana Kumar,Female,33,Tirunelveli,Tamil Nadu,Gold,2023-05-03,Women,Handloom,Budget,5989,1174
S022661,INV108981,C00012,P0190,2024-11-10,2,400,40,480.0,Diwali,Winter,Sunday,11,2024,RAM-TOWE-0190,Ramraj Cotton Towels Gold XS,Men,Towels,Ramraj Cotton,Gold,XS,Cotton,All Season,Men,330,204,SUP015,Active,images/products/P0190.jpg,38.18,Karthik Iyer,Male,44,Salem,Tamil Nadu,Bronze,2025-09-01,Men,Silk,Standard,238,322
S022662,INV108981,C00012,P0363,2024-11-10,3,700,10,1890.0,Diwali,Winter,Sunday,11,2024,WES-BABY-0363,Westside Baby Dresses Pink 6-12 Years,Kids,Baby Dresses,Westside,Pink,6-12 Years,Cotton,All Season,Kids,330,221,SUP013,Active,images/products/P0363.jpg,33.03,Karthik Iyer,Male,44,Salem,Tamil Nadu,Bronze,2025-09-01,Men,Silk,Standard,238,322
S022663,INV108981,C00012,P0009,2024-11-10,2,1200,10,2160.0,Diwali,Winter,Sunday,11,2024,PRI-GIFT-0009,Prisma Gift Boxes CSK Yellow L,Kids,Gift Boxes,Prisma,CSK Yellow,L,Cotton,All Season,Kids,2360,1389,SUP009,Active,images/products/P0009.jpg,41.14,Karthik Iyer,Male,44,Salem,Tamil Nadu,Bronze,2025-09-01,Men,Silk,Standard,238,322
S022664,INV108982,C01003,P0143,2025-01-08,3,700,40,1260.0,Pongal,Winter,Wednesday,1,2025,FAB-CURT-0143,Fabindia Curtains CSK Yellow King,Home & Lifestyle,Curtains,Fabindia,CSK Yellow,King,Cotton,All Season,Unisex,1660,932,SUP018,Active,images/products/P0143.jpg,43.86,Pavithra Babu,Female,18,Tiruppur,Tamil Nadu,Silver,2024-06-15,Kids,Polyester,Premium,1740,765
S022665,INV108983,C01875,P0119,2024-03-05,3,1500,10,4050.0,Summer,Summer,Tuesday,3,2024,GUE-IPLJ-0119,Guess IPL Jerseys Gold L,Accessories,IPL Jerseys,Guess,Gold,L,Polyester,IPL Season,Unisex,1090,807,SUP019,Active,images/products/P0119.jpg,25.96,Harini Prasad,Female,34,Tirunelveli,Tamil Nadu,Bronze,2023-07-24,Women,Polyester,Premium,378,1092
S022666,INV108983,C01875,P0246,2024-03-05,3,3500,0,10500.0,Summer,Summer,Tuesday,3,2024,FAB-SARE-0246,Fabindia Sarees Yellow 9 Yards,Women,Sarees,Fabindia,Yellow,9 Yards,Cotton,"Wedding, Diwali, Navratri",Women,8130,4877,SUP021,Active,images/products/P0246.jpg,40.01,Harini Prasad,Female,34,Tirunelveli,Tamil Nadu,Bronze,2023-07-24,Women,Polyester,Premium,378,1092
S022667,INV108984,C01450,P0186,2025-04-25,3,900,5,2565.0,Summer,Summer,Friday,4,2025,GUE-BELT-0186,Guess Belts MI Blue XS,Accessories,Belts,Guess,MI Blue,XS,Leather,All Season,Unisex,340,246,SUP011,Active,images/products/P0186.jpg,27.65,Manoj Murugan,Male,33,Kallakurichi,Tamil Nadu,Silver,2024-10-20,Men,Polyester,Standard,2552,638
S022668,INV108984,C01450,P0306,2025-04-25,2,1200,5,2280.0,Summer,Summer,Friday,4,2025,GUE-BELT-0306,Guess Belts Pink S,Accessories,Belts,Guess,Pink,S,Leather,All Season,Unisex,740,490,SUP006,Active,images/products/P0306.jpg,33.78,Manoj Murugan,Male,33,Kallakurichi,Tamil Nadu,Silver,2024-10-20,Men,Polyester,Standard,2552,638
S022669,INV108985,C00311,P0178,2024-09-16,3,1200,10,3240.0,Regular,Monsoon,Monday,9,2024,BIB-SARE-0178,Biba Sarees Cream 2m,Women,Sarees,Biba,Cream,2m,Handloom,"Wedding, Diwali, Navratri",Women,7450,5088,SUP003,Active,images/products/P0178.jpg,31.7,Lakshmi Nathan,Female,65,Trichy,Tamil Nadu,Silver,2024-03-18,Women,Silk,Standard,2761,854
S022670,INV108985,C00311,P0150,2024-09-16,3,150,10,405.0,Regular,Monsoon,Monday,9,2024,FAB-SHRE-0150,Fabindia Shree Black XS,Women,Shree,Fabindia,Black,XS,Silk,"Navratri, Wedding",Women,1880,1187,SUP025,Active,images/products/P0150.jpg,36.86,Lakshmi Nathan,Female,65,Trichy,Tamil Nadu,Silver,2024-03-18,Women,Silk,Standard,2761,854
S022671,INV108985,C00311,P0388,2024-09-16,3,1200,0,3600.0,Regular,Monsoon,Monday,9,2024,GUE-BELT-0388,Guess Belts Black XS,Accessories,Belts,Guess,Black,XS,Leather,All Season,Unisex,200,133,SUP013,Active,images/products/P0388.jpg,33.5,Lakshmi Nathan,Female,65,Trichy,Tamil Nadu,Silver,2024-03-18,Women,Silk,Standard,2761,854
S022672,INV108985,C00311,P0403,2024-09-16,2,700,5,1330.0,Regular,Monsoon,Monday,9,2024,FAB-CURT-0403,Fabindia Curtains Orange King,Home & Lifestyle,Curtains,Fabindia,Orange,King,Cotton,All Season,Unisex,2970,1709,SUP003,Active,images/products/P0403.jpg,42.46,Lakshmi Nathan,Female,65,Trichy,Tamil Nadu,Silver,2024-03-18,Women,Silk,Standard,2761,854
S022673,INV108986,C00168,P0354,2025-04-27,1,1200,10,1080.0,Summer,Summer,Sunday,4,2025,WES-DRES-0354,Westside Dresses Orange M,Women,Dresses,Westside,Orange,M,Cotton,"Christmas, New Year",Women,3330,2362,SUP004,Active,images/products/P0354.jpg,29.07,Deepika Selvi,Female,44,Tiruppur,Tamil Nadu,Bronze,2025-02-14,Kids,Handloom,Premium,949,521
S022674,INV108986,C00168,P0225,2025-04-27,3,1200,5,3420.0,Summer,Summer,Sunday,4,2025,PRI-GIFT-0225,Prisma Gift Boxes Red M,Kids,Gift Boxes,Prisma,Red,M,Cotton,All Season,Kids,2110,1524,SUP025,Active,images/products/P0225.jpg,27.77,Deepika Selvi,Female,44,Tiruppur,Tamil Nadu,Bronze,2025-02-14,Kids,Handloom,Premium,949,521
S022675,INV108986,C00168,P0411,2025-04-27,2,500,5,950.0,Summer,Summer,Sunday,4,2025,PRI-SOCK-0411,Prisma Socks MI Blue XL,Accessories,Socks,Prisma,MI Blue,XL,Cotton,"School Season, Winter",Unisex,90,58,SUP011,Active,images/products/P0411.jpg,35.56,Deepika Selvi,Female,44,Tiruppur,Tamil Nadu,Bronze,2025-02-14,Kids,Handloom,Premium,949,521
S022676,INV108986,C00168,P0130,2025-04-27,3,700,5,1995.0,Summer,Summer,Sunday,4,2025,RAM-VESH-0130,Ramraj Cotton Veshti Maroon 2m,Men,Veshti,Ramraj Cotton,Maroon,2m,Cotton,"Pongal, Temple Festival, Summer",Men,1060,637,SUP005,Active,images/products/P0130.jpg,39.91,Deepika Selvi,Female,44,Tiruppur,Tamil Nadu,Bronze,2025-02-14,Kids,Handloom,Premium,949,521
S022677,INV108987,C01077,P0061,2024-10-11,1,400,5,380.0,Navratri,Winter,Friday,10,2024,UAT-VESH-0061,Uathayam Veshti Gold 4m,Men,Veshti,Uathayam,Gold,4m,Cotton,"Pongal, Temple Festival, Summer",Men,790,534,SUP011,Active,images/products/P0061.jpg,32.41,Pavithra Devi,Female,57,Erode,Tamil Nadu,Platinum,2024-04-16,Women,Handloom,Budget,7366,825
S022678,INV108987,C01077,P0354,2024-10-11,3,1200,10,3240.0,Navratri,Winter,Friday,10,2024,WES-DRES-0354,Westside Dresses Orange M,Women,Dresses,Westside,Orange,M,Cotton,"Christmas, New Year",Women,3330,2362,SUP004,Active,images/products/P0354.jpg,29.07,Pavithra Devi,Female,57,Erode,Tamil Nadu,Platinum,2024-04-16,Women,Handloom,Budget,7366,825
S022679,INV108987,C01077,P0477,2024-10-11,1,1200,5,1140.0,Navratri,Winter,Friday,10,2024,GUE-BELT-0477,Guess Belts Yellow XL,Accessories,Belts,Guess,Yellow,XL,Leather,All Season,Unisex,410,303,SUP002,Active,images/products/P0477.jpg,26.1,Pavithra Devi,Female,57,Erode,Tamil Nadu,Platinum,2024-04-16,Women,Handloom,Budget,7366,825
S022680,INV108987,C01077,P0478,2024-10-11,3,900,0,2700.0,Navratri,Winter,Friday,10,2024,WES-BABY-0478,Westside Baby Dresses RCB Red 3-6 Months,Kids,Baby Dresses,Westside,RCB Red,3-6 Months,Cotton,All Season,Kids,390,305,SUP003,Active,images/products/P0478.jpg,21.79,Pavithra Devi,Female,57,Erode,Tamil Nadu,Platinum,2024-04-16,Women,Handloom,Budget,7366,825
S022681,INV108988,C00522,P0486,2024-01-13,2,700,20,1120.0,Pongal,Winter,Saturday,1,2024,PRI-UMBR-0486,Prisma Umbrellas Purple XXL,Accessories,Umbrellas,Prisma,Purple,XXL,Polyester,Monsoon,Unisex,940,742,SUP011,Active,images/products/P0486.jpg,21.06,Pavithra Prasad,Female,39,Trichy,Tamil Nadu,Bronze,2025-06-13,Women,Linen,Standard,128,402
S022682,INV108988,C00522,P0150,2024-01-13,1,150,10,135.0,Pongal,Winter,Saturday,1,2024,FAB-SHRE-0150,Fabindia Shree Black XS,Women,Shree,Fabindia,Black,XS,Silk,"Navratri, Wedding",Women,1880,1187,SUP025,Active,images/products/P0150.jpg,36.86,Pavithra Prasad,Female,39,Trichy,Tamil Nadu,Bronze,2025-06-13,Women,Linen,Standard,128,402
S022683,INV108988,C00522,P0389,2024-01-13,3,900,40,1620.0,Pongal,Winter,Saturday,1,2024,NET-PANT-0389,Netplay Pants Green XL,Men,Pants,Netplay,Green,XL,Polyester Blend,All Season,Men,1030,628,SUP014,Active,images/products/P0389.jpg,39.03,Pavithra Prasad,Female,39,Trichy,Tamil Nadu,Bronze,2025-06-13,Women,Linen,Standard,128,402
S022684,INV108989,C00069,P0322,2025-04-27,3,150,10,405.0,Summer,Summer,Sunday,4,2025,PRI-GIFT-0322,Prisma Gift Boxes Cream S,Kids,Gift Boxes,Prisma,Cream,S,Cotton,All Season,Kids,1830,1157,SUP022,Active,images/products/P0322.jpg,36.78,Ajith Vel,Male,61,Tiruppur,Tamil Nadu,Silver,2025-09-19,Accessories,Cotton,Budget,1828,304
S022685,INV108989,C00069,P0222,2025-04-27,2,1200,5,2280.0,Summer,Summer,Sunday,4,2025,UAT-TOWE-0222,Uathayam Towels Blue XS,Men,Towels,Uathayam,Blue,XS,Cotton,All Season,Men,470,344,SUP022,Active,images/products/P0222.jpg,26.81,Ajith Vel,Male,61,Tiruppur,Tamil Nadu,Silver,2025-09-19,Accessories,Cotton,Budget,1828,304
S022686,INV108989,C00069,P0013,2025-04-27,1,400,0,400.0,Summer,Summer,Sunday,4,2025,GUE-IPLJ-0013,Guess IPL Jerseys Black S,Accessories,IPL Jerseys,Guess,Black,S,Polyester,IPL Season,Unisex,2000,1379,SUP013,Active,images/products/P0013.jpg,31.05,Ajith Vel,Male,61,Tiruppur,Tamil Nadu,Silver,2025-09-19,Accessories,Cotton,Budget,1828,304
S022687,INV108989,C00069,P0127,2025-04-27,3,700,0,2100.0,Summer,Summer,Sunday,4,2025,FAB-PUTT-0127,Fabindia Puttu Vasti Maroon L,Women,Puttu Vasti,Fabindia,Maroon,L,Silk,Wedding,Women,12900,7121,SUP002,Active,images/products/P0127.jpg,44.8,Ajith Vel,Male,61,Tiruppur,Tamil Nadu,Silver,2025-09-19,Accessories,Cotton,Budget,1828,304
S022688,INV108990,C00939,P0144,2025-12-16,1,900,5,855.0,Wedding Season,Winter,Tuesday,12,2025,NET-SOCK-0144,Netplay Socks Orange XS,Accessories,Socks,Netplay,Orange,XS,Cotton,"School Season, Winter",Unisex,110,60,SUP019,Active,images/products/P0144.jpg,45.45,Manoj Kumar,Male,18,Vellore,Tamil Nadu,Gold,2025-10-30,Men,Cotton,Standard,5425,263
S022689,INV108990,C00939,P0045,2025-12-16,2,900,5,1710.0,Wedding Season,Winter,Tuesday,12,2025,FAB-CURT-0045,Fabindia Curtains Maroon Single,Home & Lifestyle,Curtains,Fabindia,Maroon,Single,Polyester,All Season,Unisex,1390,866,SUP020,Active,images/products/P0045.jpg,37.7,Manoj Kumar,Male,18,Vellore,Tamil Nadu,Gold,2025-10-30,Men,Cotton,Standard,5425,263
S022690,INV108991,C00316,P0073,2025-11-10,1,1200,10,1080.0,Diwali,Winter,Monday,11,2025,PRI-BABY-0073,Prisma Baby Dresses Yellow 0-3 Months,Kids,Baby Dresses,Prisma,Yellow,0-3 Months,Cotton,All Season,Kids,520,291,SUP023,Active,images/products/P0073.jpg,44.04,Harini Mohan,Female,39,Erode,Tamil Nadu,Platinum,2023-02-27,Women,Cotton,Budget,12945,1239
S022691,INV108992,C01960,P0312,2024-07-24,3,1200,20,2880.0,Aadi Sale,Monsoon,Wednesday,7,2024,RAM-POLI-0312,Ramraj Cotton Political Veshti Blue 4m,Men,Political Veshti,Ramraj Cotton,Blue,4m,Cotton,"Political Campaign, Independence Day",Men,1300,956,SUP012,Active,images/products/P0312.jpg,26.46,Sowmya Mohan,Female,60,Kallakurichi,Tamil Nadu,Bronze,2024-04-30,Women,Polyester,Standard,941,811
S022692,INV108993,C00246,P0277,2024-02-26,3,3500,5,9975.0,Regular,Winter,Monday,2,2024,FAB-CURT-0277,Fabindia Curtains Orange King,Home & Lifestyle,Curtains,Fabindia,Orange,King,Polyester,All Season,Unisex,2980,1960,SUP002,Active,images/products/P0277.jpg,34.23,Karthik Nathan,Male,19,Coimbatore,Tamil Nadu,Silver,2024-12-10,Men,Silk,Budget,1455,587
S022693,INV108994,C01579,P0233,2024-12-26,1,400,5,380.0,Wedding Season,Winter,Thursday,12,2024,BIB-FROC-0233,Biba Frocks Cream L,Women,Frocks,Biba,Cream,L,Cotton,"Christmas, New Year",Women,780,571,SUP008,Active,images/products/P0233.jpg,26.79,Praveen Murugan,Male,45,Kanchipuram,Tamil Nadu,Platinum,2024-09-18,Home & Lifestyle,Silk,Standard,12320,670
S022694,INV108994,C01579,P0499,2024-12-26,3,700,0,2100.0,Wedding Season,Winter,Thursday,12,2024,WES-BABY-0499,Westside Baby Dresses Maroon 6-12 Years,Kids,Baby Dresses,Westside,Maroon,6-12 Years,Cotton,All Season,Kids,380,214,SUP024,Active,images/products/P0499.jpg,43.68,Praveen Murugan,Male,45,Kanchipuram,Tamil Nadu,Platinum,2024-09-18,Home & Lifestyle,Silk,Standard,12320,670
S022695,INV108995,C00037,P0476,2025-03-03,2,1500,0,3000.0,Summer,Summer,Monday,3,2025,PRI-SCHO-0476,Prisma School Uniforms Cream S,Kids,School Uniforms,Prisma,Cream,S,Cotton,"School Season, Monsoon",Kids,1000,600,SUP001,Active,images/products/P0476.jpg,40.0,Ramesh Mohan,Male,64,Erode,Tamil Nadu,Bronze,2025-09-03,Accessories,Linen,Budget,92,320
S022696,INV108996,C01790,P0137,2025-10-09,2,1200,10,2160.0,Navratri,Winter,Thursday,10,2025,WES-BABY-0137,Westside Baby Dresses Purple 3-6 Months,Kids,Baby Dresses,Westside,Purple,3-6 Months,Cotton,All Season,Kids,1300,851,SUP012,Active,images/products/P0137.jpg,34.54,Keerthana Raman,Female,45,Kallakurichi,Tamil Nadu,Platinum,2023-09-07,Women,Polyester,Standard,13492,1047
S022697,INV108996,C01790,P0176,2025-10-09,3,1200,0,3600.0,Navratri,Winter,Thursday,10,2025,PRI-TOWE-0176,Prisma Towels Maroon S,Men,Towels,Prisma,Maroon,S,Cotton,All Season,Men,460,329,SUP001,Active,images/products/P0176.jpg,28.48,Keerthana Raman,Female,45,Kallakurichi,Tamil Nadu,Platinum,2023-09-07,Women,Polyester,Standard,13492,1047
S022698,INV108996,C01790,P0351,2025-10-09,3,3500,10,9450.0,Navratri,Winter,Thursday,10,2025,RAM-SHIR-0351,Ramraj Cotton Shirts Green S,Men,Shirts,Ramraj Cotton,Green,S,Linen,"Summer, Independence Day, Republic Day",Men,620,404,SUP001,Active,images/products/P0351.jpg,34.84,Keerthana Raman,Female,45,Kallakurichi,Tamil Nadu,Platinum,2023-09-07,Women,Polyester,Standard,13492,1047
S022699,INV108996,C01790,P0386,2025-10-09,2,700,10,1260.0,Navratri,Winter,Thursday,10,2025,FAB-BEDC-0386,Fabindia Bed Covers Maroon Single,Home & Lifestyle,Bed Covers,Fabindia,Maroon,Single,Cotton,Summer,Unisex,2320,1365,SUP011,Active,images/products/P0386.jpg,41.16,Keerthana Raman,Female,45,Kallakurichi,Tamil Nadu,Platinum,2023-09-07,Women,Polyester,Standard,13492,1047
S022700,INV108997,C01550,P0197,2024-05-13,2,500,0,1000.0,Summer,Summer,Monday,5,2024,GUE-IPLJ-0197,Guess IPL Jerseys Orange M,Accessories,IPL Jerseys,Guess,Orange,M,Polyester,IPL Season,Unisex,810,485,SUP022,Active,images/products/P0197.jpg,40.12,Rahul Prasad,Male,52,Villupuram,Tamil Nadu,Gold,2025-07-05,Men,Silk,Budget,3138,380
S022701,INV108998,C01096,P0258,2025-07-02,3,1500,20,3600.0,Aadi Sale,Monsoon,Wednesday,7,2025,FAB-PILL-0258,Fabindia Pillow Covers Pink Double,Home & Lifestyle,Pillow Covers,Fabindia,Pink,Double,Cotton,All Season,Unisex,220,134,SUP008,Active,images/products/P0258.jpg,39.09,Nithya Iyer,Female,32,Kallakurichi,Tamil Nadu,Bronze,2024-12-28,Women,Polyester,Standard,147,569
